Year,Category,Economic sectors,Source,Type,Fuel type,Gas,MMTCO2e
2034,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000779648347552
2034,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.005724455625926
2034,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00027830749538
2034,Projection,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.103653109782075
2034,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2034,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,2.24036073867821
2034,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.878224159330480
2034,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2034,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.004857672897193
2034,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000990138424231
2034,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0
2034,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2034,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.002037614470299
2034,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000830653040463
2034,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0
2034,Projection,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.012740475126001
2034,Projection,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.035238757460135
2034,Projection,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.236811689054693
2034,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0
2034,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.21977963865149
2034,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.663291859606205
2034,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0
2034,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000596902063387
2034,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000353763732109
2034,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.000427108570934
2034,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0
2034,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000834594607644
2034,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00148390827227
2034,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.002687344196311
2034,Projection,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.290655399111227
2034,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2034,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.281095392974812
2034,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.949192906242038
2034,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2034,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000731506585643
2034,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00050624777033
2034,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000082548006484
2034,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2034,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.001022800035854
2034,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.002123522526552
2034,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.000519387624688
2034,Projection,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.323041972283998
2034,Projection,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.03593042240262
2034,Projection,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.190596492751204
2034,Projection,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.047276987831253
2034,Projection,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.342296984971333
2034,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.000109082488487
2034,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.000268845582654
2034,Projection,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.010170332859502
2034,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.034591664597871
2034,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.092608448808851
2034,Projection,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.104324867069775
2034,Projection,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.218976721951019
2034,Projection,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0
2034,Projection,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,-0.861093223735709
2035,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,CO2,0.149161434339144
2035,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.016740775043845
2035,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.103764151878740
2035,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,N2O,0.000719613133795
2035,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000040563937041
2035,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000588687649459
2035,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,CH4,0.000040246819563
2035,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000017015074262
2035,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000493865477734
2035,Projection,Electric power,Transmission and Distribution,Non-Energy,N/A,SF6,0.008562123496909
2035,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,2.229204831866540
2035,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.002958183683958
2035,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.002109443063225
2035,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,4.527578444381930
2035,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.065818992310706
2035,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.060297152070273
2035,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000779648347552
2035,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.005724455625926
2035,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00027830749538
2035,Projection,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.102292925774551
2035,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2035,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,2.272417806853920
2035,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.897411669430470
2035,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2035,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.004927188010909
2035,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.001000253452792
2035,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0
2035,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2035,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.002066773494509
2035,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000839138802678
2035,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0
2035,Projection,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.01288820131734
2035,Projection,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.034678820329403
2035,Projection,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.23875942501609
2035,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0
2035,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.21575335831898
2035,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.664825880962437
2035,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0
2035,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.00058709432645
2035,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000354581895505
2035,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.000397472136022
2035,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0
2035,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000820881328928
2035,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.001487340165708
2035,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.002500873339067
2035,Projection,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.299553965778301
2035,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2035,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.282402974678714
2035,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.955371445400054
2035,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2035,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000735378384972
2035,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00050954306642
2035,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000078949459818
2035,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2035,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00102821362552
2035,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.002137345077266
2035,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.000496745762279
2035,Projection,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.325742868283777
2035,Projection,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.035951201895455
2035,Projection,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.191706808553561
2035,Projection,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.047469170289595
2035,Projection,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.341776353182744
2035,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.000109566228873
2035,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.000270698638915
2035,Projection,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.010237645286437
2035,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.034921478625524
2035,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.093499525238137
2035,Projection,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.105311177622234
2035,Projection,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.218393060253838
2035,Projection,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0
2035,Projection,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,-0.861093223735709
2036,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,CO2,0.140713333258383
2036,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.015693669767628
2036,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.057081156088860
2036,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,N2O,0.000678856188005
2036,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000038026735963
2036,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000563789483475
2036,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,CH4,0.000037967348322
2036,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000015950812065
2036,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000472977754593
2036,Projection,Electric power,Transmission and Distribution,Non-Energy,N/A,SF6,0.008562123496909
2036,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,2.145697089276370
2036,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.002847367827971
2036,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.002030421689409
2036,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,4.505868887990260
2036,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.067122155893431
2036,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.060297152070273
2036,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000779648347552
2036,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.005724455625926
2036,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00027830749538
2036,Projection,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.100932741767026
2036,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2036,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,2.324576329132470
2036,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.911543443191650
2036,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2036,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.005040520938635
2036,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.001007703262302
2036,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0
2036,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2036,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.002114312474259
2036,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000845388642871
2036,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0
2036,Projection,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.01303592750868
2036,Projection,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.034118883198672
2036,Projection,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.240707160977487
2036,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0
2036,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.21169577863841
2036,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.666162136499225
2036,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0
2036,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000577193479323
2036,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000355294581389
2036,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.000367835701111
2036,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0
2036,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000807037862589
2036,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.001490329619922
2036,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.002314402481822
2036,Projection,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.308452532445379
2036,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2036,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.283679000005237
2036,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.961608291631152
2036,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2036,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000739158558686
2036,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000512869460326
2036,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000075350913153
2036,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2036,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.001033499103308
2036,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.002151298071835
2036,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.000474103899869
2036,Projection,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.328443764283556
2036,Projection,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.03597198138829
2036,Projection,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.192817124355918
2036,Projection,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.047661352747937
2036,Projection,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.341255721394155
2036,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.000110049969259
2036,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.000272551695177
2036,Projection,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.010304957713372
2036,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.035251292653178
2036,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.094390601667423
2036,Projection,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.106297488174692
2036,Projection,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.217832284259149
2036,Projection,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0
2036,Projection,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,-0.861093223735709
2037,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,CO2,0.14150784247239
2037,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.014842683726004
2037,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.083782017679200
2037,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,N2O,0.000682689211385
2037,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000035964743963
2037,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000578030267995
2037,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,CH4,0.000038181723232
2037,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000015085882535
2037,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000484924721472
2037,Projection,Electric power,Transmission and Distribution,Non-Energy,N/A,SF6,0.008562123496909
2037,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,2.147197583798550
2037,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.002849359003636
2037,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.002031841571385
2037,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,4.485300919308180
2037,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.068257231375314
2037,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.060297152070273
2037,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000779648347552
2037,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.005724455625926
2037,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00027830749538
2037,Projection,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.099572557759501
2037,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2037,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,2.352356420666800
2037,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.934636206013530
2037,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2037,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.005100773284032
2037,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.001019877012532
2037,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0
2037,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2037,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.002139586109074
2037,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00085560152058
2037,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0
2037,Projection,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.01318365370002
2037,Projection,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.03355894606794
2037,Projection,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.242654896938884
2037,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0
2037,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.207834536287598
2037,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.667374120271091
2037,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0
2037,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000567775012013
2037,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000355940987487
2037,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.000338199266199
2037,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0
2037,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000793868864672
2037,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.001493041054894
2037,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.002127931624577
2037,Projection,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.317351099112454
2037,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2037,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.284961587605103
2037,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.967483231891393
2037,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2037,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000742940557486
2037,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000516002833308
2037,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000071752366487
2037,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2037,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00103878713295
2037,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.002164441414883
2037,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.00045146203746
2037,Projection,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.331144660283335
2037,Projection,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.035992760881125
2037,Projection,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.193927440158274
2037,Projection,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.047853535206279
2037,Projection,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.340735089605566
2037,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.000110533709645
2037,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.000274404751438
2037,Projection,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.010372270140307
2037,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.035581106680831
2037,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.095281678096709
2037,Projection,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.107283798727151
2037,Projection,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.217293496605722
2037,Projection,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0
2037,Projection,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,-0.861093223735709
2038,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,CO2,0.142252085847701
2038,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.013161366643765
2038,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.09326173077764
2038,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,N2O,0.000686279732688
2038,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000031890808312
2038,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000583086230369
2038,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,CH4,0.000038382535385
2038,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000013377016909
2038,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000489166300645
2038,Projection,Electric power,Transmission and Distribution,Non-Energy,N/A,SF6,0.008562123496909
2038,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,2.166019602602500
2038,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.002874336066366
2038,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.002049652396318
2038,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,4.469149739982380
2038,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.069013050867656
2038,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.060297152070273
2038,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000779648347552
2038,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.005724455625926
2038,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00027830749538
2038,Projection,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.098212373751977
2038,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2038,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,2.384093346774700
2038,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.955683664627540
2038,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2038,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.005169650216651
2038,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.001030972545194
2038,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0
2038,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2038,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00216847743987
2038,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00086490985335
2038,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0
2038,Projection,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.013331379891359
2038,Projection,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.032999008937209
2038,Projection,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.244602632900281
2038,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0
2038,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.204259447995997
2038,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.668778524840255
2038,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0
2038,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.00055908179669
2038,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000356690020352
