Year,Category,Economic sectors,Source,Type,Fuel type,Gas,MMTCO2e
2007,Estimate,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.044197144807689
2007,Estimate,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.218011421075347
2007,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0.0000989234431
2007,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.458888323659493
2007,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.549927035120833
2007,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0.000000465
2007,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.001243038
2007,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0002894625
2007,Estimate,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.000680884
2007,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0.00000631449
2007,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00140623686
2007,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00103490625
2007,Estimate,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.00345775206
2007,Estimate,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.012730007732003
2007,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0.0011870813172
2007,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.208264776654153
2007,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.474447893143767
2007,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0.00000558
2007,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000546468
2007,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0002497329
2007,Estimate,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000109554
2007,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0.00000252504
2007,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00061821396
2007,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00089286225
2007,Estimate,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.00055635111
2007,Estimate,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.066509933946229
2007,Estimate,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.050370495457704
2007,Estimate,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.13875781395008
2007,Estimate,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.037516188305674
2007,Estimate,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.302562081748251
2007,Estimate,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.000132325405662
2007,Estimate,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.000361841356626
2007,Estimate,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.00065057171369
2007,Estimate,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.025676082792192
2007,Estimate,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.058173229296
2007,Estimate,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.065219304373861
2007,Estimate,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.338886419773087
2007,Estimate,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0
2007,Estimate,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,-0.720851349118461
2008,Estimate,Electric power,Fossil Fuel Combustion,Energy,Coal,CO2,5.45067587574593
2008,Estimate,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.080686922164567
2008,Estimate,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.612896993455633
2008,Estimate,Electric power,Fossil Fuel Combustion,Energy,Coal,N2O,0.026235771
2008,Estimate,Electric power,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0001936404
2008,Estimate,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00031011966
2008,Estimate,Electric power,Fossil Fuel Combustion,Energy,Coal,CH4,0.001467325
2008,Estimate,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00008149575
2008,Estimate,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00027462125
2008,Estimate,Electric power,Transmission and Distribution,Non-Energy,N/A,SF6,0.0253797265388
2008,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,3.674831143219380
2008,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.014932559231497
2008,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.001297466601498
2008,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,4.943364279522920
2008,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.001
2008,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.106747226242999
2008,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000182215827932
2008,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.010122990282159
2008,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000141964491803
2008,Estimate,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.216863073661112
2008,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0.204888246719442
2008,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,2.231487431178290
2008,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.978922369573638
2008,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0.001010013051901
2008,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.004995967969823
2008,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000509530932659
2008,Estimate,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000028272
2008,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0.000550081467
2008,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00260974525
2008,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00044676125
2008,Estimate,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0.000017094
2008,Estimate,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.166195146633509
2008,Estimate,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.048621714485976
2008,Estimate,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.219915192284547
2008,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0
2008,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.432821779620957
2008,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.5404921423737
2008,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0
2008,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.001181286
2008,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0002844963
2008,Estimate,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.000762166
2008,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0
2008,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00133637742
2008,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00101715075
2008,Estimate,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.00387052869
2008,Estimate,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.015905275288889
2008,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2008,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.156369316365642
2008,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.485419931338467
2008,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2008,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000425382
2008,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0002555082
2008,Estimate,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000115444
2008,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2008,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00048123054
2008,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0009135105
2008,Estimate,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.00058626246
2008,Estimate,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.077077439651623
2008,Estimate,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.049183261504597
2008,Estimate,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.139867031377965
2008,Estimate,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.037254486223731
2008,Estimate,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.331648259172012
2008,Estimate,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.000093340384915
2008,Estimate,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.000233846984291
2008,Estimate,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.001028778251535
2008,Estimate,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.026071747678522
2008,Estimate,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.058934280439125
2008,Estimate,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.064444823157644
2008,Estimate,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.331918211312845
2008,Estimate,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0
2008,Estimate,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,-0.711811436098232
2009,Estimate,Electric power,Fossil Fuel Combustion,Energy,Coal,CO2,3.09926918033273
2009,Estimate,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.0829818048268
2009,Estimate,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.5966244537176
2009,Estimate,Electric power,Fossil Fuel Combustion,Energy,Coal,N2O,0.014917731
2009,Estimate,Electric power,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0001995408
2009,Estimate,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00030188592
2009,Estimate,Electric power,Fossil Fuel Combustion,Energy,Coal,CH4,0.000834325
2009,Estimate,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000083979
2009,Estimate,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00026733
2009,Estimate,Electric power,Transmission and Distribution,Non-Energy,N/A,SF6,0.022940293218816
2009,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,5.548560056045790
2009,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.021467623327542
2009,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.002028100066856
2009,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,4.750207633009570
2009,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.001
2009,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.090996907895808
2009,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000168901442054
2009,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.009538536025257
2009,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000131522570241
2009,Estimate,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.22390943934856
2009,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0.05252425146122
2009,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.505002638897425
2009,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.933717718922477
2009,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0.00025827436987
2009,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.001133990449151
2009,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000485840048895
2009,Estimate,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000024738
2009,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0.000141015468
2009,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0006825175
2009,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00042636
2009,Estimate,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0.00001495725
2009,Estimate,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.162779820132183
2009,Estimate,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.051521304732392
2009,Estimate,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.217758297722824
2009,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0
2009,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.481887016373897
2009,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.549502994997367
2009,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0
2009,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0013206
2009,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0002892393
2009,Estimate,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.001529044
2009,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0
2009,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.001493982
2009,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00103410825
2009,Estimate,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.00776498646
2009,Estimate,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.019959482998735
2009,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2009,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.198268209148206
2009,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.638869451017967
2009,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2009,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000538656
2009,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0003362787
2009,Estimate,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000215574
2009,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2009,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00060937632
2009,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00120228675
2009,Estimate,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.00109475541
2009,Estimate,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.088341508631922
2009,Estimate,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.047514790607914
2009,Estimate,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.133977560325695
2009,Estimate,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.035917844950271
2009,Estimate,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.363774558783608
2009,Estimate,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.000101823102281
2009,Estimate,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.000219282876159
2009,Estimate,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.001044860624754
2009,Estimate,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.026457626033244
2009,Estimate,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.05953363764075
2009,Estimate,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.0652763683589
2009,Estimate,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.330739184503175
2009,Estimate,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0
2009,Estimate,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,-0.73015129985525
2010,Estimate,Electric power,Fossil Fuel Combustion,Energy,Coal,CO2,2.80952238374153
2010,Estimate,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.044529634876467
2010,Estimate,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.3193478391511
2010,Estimate,Electric power,Fossil Fuel Combustion,Energy,Coal,N2O,0.013523091
2010,Estimate,Electric power,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0001076376
2010,Estimate,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00066757662
2010,Estimate,Electric power,Fossil Fuel Combustion,Energy,Coal,CH4,0.000756325
2010,Estimate,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0000453005
2010,Estimate,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00059116125
2010,Estimate,Electric power,Transmission and Distribution,Non-Energy,N/A,SF6,0.021694431165918
2010,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,4.428093319806780
2010,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.017691106072849
2010,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.001631489372752
2010,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,4.339868830107120
2010,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.008
2010,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.078510527211132
2010,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000203842891054
2010,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.008601536931115
2010,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000157588388815
2010,Estimate,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.216432306113764
2010,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2010,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,1.116257747910910
2010,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.423460403148998
2010,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2010,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0025464696
2010,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0002193876
2010,Estimate,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000027094
2010,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2010,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0010717105
2010,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000194275
2010,Estimate,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0.00001638175
2010,Estimate,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.200072300977738
2010,Estimate,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.053182818430761
2010,Estimate,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.2084228605
2010,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0
2010,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.499331594037883
2010,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.549980040136267
2010,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0
2010,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.00138012
2010,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0002894904
2010,Estimate,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.001334674
2010,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0
2010,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0015613164
